StatusSendyet
ViBLA
//No.	mist1	mist2	FAN	rhythmDrive	rhythmStop	StopWeightg	StopTimemin	intervalms	waittimems
1	100	0	90	1	0	1000	3	1000	10000
測定回数	測定時刻	重量g	経過時間s	重量差分g
113	2021/05/20 16:17:43	4757.1	113.9927614	10.4	
114	2021/05/20 16:17:44	4757.0	114.9891484	10.5	
115	2021/05/20 16:17:45	4756.9	115.9925289	10.6	
116	2021/05/20 16:17:46	4756.8	116.9939056	10.7	
117	2021/05/20 16:17:47	4756.7	117.986301	10.8	
118	2021/05/20 16:17:48	4756.6	118.9886834	10.9	
119	2021/05/20 16:17:49	4756.4	119.9930621	11.1	
120	2021/05/20 16:17:50	4756.4	120.9914502	11.1	
121	2021/05/20 16:17:51	4756.3	121.9918329	11.2	
122	2021/05/20 16:17:52	4756.2	122.9952155	11.3	
123	2021/05/20 16:17:53	4756.1	123.9856046	11.4	
124	2021/05/20 16:17:54	4756.0	124.9859891	11.5	
125	2021/05/20 16:17:55	4755.9	125.9893694	11.6	
126	2021/05/20 16:17:56	4755.8	126.9927512	11.7	
127	2021/05/20 16:17:57	4755.7	127.9891376	11.8	
128	2021/05/20 16:17:58	4755.7	128.9935183	11.8	
129	2021/05/20 16:17:59	4755.6	129.9919031	11.9	
130	2021/05/20 16:18:00	4755.5	130.9892815	12.0	
131	2021/05/20 16:18:01	4755.4	131.9926705	12.1	
132	2021/05/20 16:18:02	4755.3	132.987058	12.2	
133	2021/05/20 16:18:03	4755.2	133.9864419	12.3	
134	2021/05/20 16:18:04	4755.1	134.9908237	12.4	
135	2021/05/20 16:18:05	4755.0	135.9942055	12.5	
136	2021/05/20 16:18:06	4754.9	136.9935896	12.6	
137	2021/05/20 16:18:07	4754.9	137.9869773	12.6	
138	2021/05/20 16:18:08	4754.8	138.9953561	12.7	
139	2021/05/20 16:18:09	4754.7	139.988745	12.8	
140	2021/05/20 16:18:10	4754.6	140.9861295	12.9	
141	2021/05/20 16:18:11	4754.5	141.9925103	13.0	
142	2021/05/20 16:18:12	4754.4	142.9898953	13.1	
143	2021/05/20 16:18:13	4754.3	143.990278	13.2	
144	2021/05/20 16:18:14	4754.2	144.989663	13.3	
145	2021/05/20 16:18:15	4754.1	145.9930441	13.4	
146	2021/05/20 16:18:16	4754.0	146.99043	13.5	
147	2021/05/20 16:18:17	4754.0	147.9858166	13.5	
148	2021/05/20 16:18:18	4753.9	148.9911983	13.6	
149	2021/05/20 16:18:19	4753.8	149.9885827	13.7	
150	2021/05/20 16:18:20	4753.7	150.9949623	13.8	
151	2021/05/20 16:18:21	4753.6	151.9943465	13.9	
152	2021/05/20 16:18:22	4753.5	152.9957293	14.0	
153	2021/05/20 16:18:23	4753.4	153.9911163	14.1	
154	2021/05/20 16:18:24	4753.3	154.9865034	14.2	
155	2021/05/20 16:18:25	4753.2	155.9878859	14.3	
156	2021/05/20 16:18:26	4753.1	156.9942657	14.4	
157	2021/05/20 16:18:27	4753.0	157.9946492	14.5	
158	2021/05/20 16:18:28	4752.9	158.9900372	14.6	
159	2021/05/20 16:18:29	4752.8	159.9944183	14.7	
160	2021/05/20 16:18:30	4752.7	160.9868062	14.8	
161	2021/05/20 16:18:31	4752.6	161.9921869	14.9	
162	2021/05/20 16:18:32	4752.6	162.9885723	14.9	
163	2021/05/20 16:18:33	4752.5	163.9849589	15.0	
164	2021/05/20 16:18:34	4752.3	164.9883402	15.2	
165	2021/05/20 16:18:35	4752.3	165.9947204	15.2	
166	2021/05/20 16:18:36	4752.2	166.992106	15.3	
167	2021/05/20 16:18:37	4752.1	167.9884921	15.4	
168	2021/05/20 16:18:38	4752.0	168.9858786	15.5	
169	2021/05/20 16:18:39	4751.9	169.992257	15.6	
170	2021/05/20 16:18:40	4751.8	170.995639	15.7	
171	2021/05/20 16:18:41	4751.7	171.9950168	15.8	
172	2021/05/20 16:18:42	4751.6	172.9954068	15.9	
173	2021/05/20 16:18:43	4751.5	173.994791	16.0	
174	2021/05/20 16:18:44	4751.4	174.9891785	16.1	
175	2021/05/20 16:18:45	4751.3	175.9915605	16.2	
176	2021/05/20 16:18:46	4751.2	176.9929438	16.3	
177	2021/05/20 16:18:47	4751.1	177.9953267	16.4	
178	2021/05/20 16:18:48	4751.0	178.990713	16.5	
179	2021/05/20 16:18:49	4750.9	179.9890974	16.6	
180	2021/05/20 16:18:50	4750.8	180.9914804	16.7	
10	100	0	90	1	0	1000	3	1000	0
測定回数	測定時刻	重量g	経過時間s	重量差分g
0	2021/05/20 16:18:51	4750.7	1.0023886	0.1	
1	2021/05/20 16:18:52	4750.6	1.9967756	0.2	
2	2021/05/20 16:18:53	4750.5	3.0031562	0.3	
3	2021/05/20 16:18:54	4750.4	4.0045385	0.4	
4	2021/05/20 16:18:55	4750.3	5.0009271	0.5	
5	2021/05/20 16:18:56	4750.2	5.9953121	0.6	
6	2021/05/20 16:18:57	4750.1	6.9986936	0.7	
7	2021/05/20 16:18:58	4750.0	8.0030706	0.8	
8	2021/05/20 16:18:59	4749.9	8.9974626	0.9	
9	2021/05/20 16:19:00	4749.8	10.0048413	1.0	
10	2021/05/20 16:19:01	4749.8	11.0042264	1.0	
11	2021/05/20 16:19:02	4749.7	11.9956166	1.1	
12	2021/05/20 16:19:03	4749.6	13.0019923	1.2	
13	2021/05/20 16:19:04	4749.5	13.9993803	1.3	
14	2021/05/20 16:19:05	4749.4	15.004761	1.4	
15	2021/05/20 16:19:06	4749.3	16.0021466	1.5	
16	2021/05/20 16:19:07	4749.2	16.9975327	1.6	
17	2021/05/20 16:19:08	4749.1	17.9999154	1.7	
18	2021/05/20 16:19:09	4749.0	18.9973015	1.8	
19	2021/05/20 16:19:10	4748.9	20.0056797	1.9	
20	2021/05/20 16:19:11	4748.8	20.9990672	2.0	
21	2021/05/20 16:19:12	4748.7	21.9964531	2.1	
22	2021/05/20 16:19:13	4748.7	22.9968366	2.1	
23	2021/05/20 16:19:14	4748.6	23.9952161	2.2	
24	2021/05/20 16:19:15	4748.4	25.0015976	2.4	
25	2021/05/20 16:19:16	4748.4	25.9969883	2.4	
26	2021/05/20 16:19:17	4748.3	26.9973719	2.5	
27	2021/05/20 16:19:18	4748.2	27.9957583	2.6	
28	2021/05/20 16:19:19	4748.1	28.995141	2.7	
29	2021/05/20 16:19:20	4748.0	30.0035202	2.8	
30	2021/05/20 16:19:21	4747.9	30.9959082	2.9	
31	2021/05/20 16:19:22	4747.8	31.9982903	3.0	
32	2021/05/20 16:19:23	4747.7	32.9986747	3.1	
33	2021/05/20 16:19:24	4747.6	34.0010497	3.2	
34	2021/05/20 16:19:25	4747.5	34.9964433	3.3	
35	2021/05/20 16:19:26	4747.4	36.0058214	3.4	
36	2021/05/20 16:19:27	4747.3	36.9982113	3.5	
37	2021/05/20 16:19:28	4747.2	38.0045896	3.6	
38	2021/05/20 16:19:29	4747.2	39.0049733	3.6	
39	2021/05/20 16:19:30	4747.0	40.0003603	3.8	
40	2021/05/20 16:19:31	4747.0	40.9957468	3.8	
41	2021/05/20 16:19:32	4746.9	41.9961306	3.9	
42	2021/05/20 16:19:33	4746.8	42.9965261	4.0	
43	2021/05/20 16:19:34	4746.7	43.9978971	4.1	
44	2021/05/20 16:19:35	4746.6	45.0022727	4.2	
45	2021/05/20 16:19:36	4746.5	45.9986646	4.3	
46	2021/05/20 16:19:37	4746.4	46.9980485	4.4	
47	2021/05/20 16:19:38	4746.3	48.0004308	4.5	
48	2021/05/20 16:19:39	4746.2	49.0008147	4.6	
49	2021/05/20 16:19:40	4746.1	50.0021944	4.7	
50	2021/05/20 16:19:41	4746.0	50.9975841	4.8	
51	2021/05/20 16:19:42	4745.9	51.9979676	4.9	
52	2021/05/20 16:19:43	4745.8	53.0013496	5.0	
53	2021/05/20 16:19:44	4745.7	53.9987366	5.1	
54	2021/05/20 16:19:45	4745.6	55.0001181	5.2	
55	2021/05/20 16:19:46	4745.5	55.9965042	5.3	
56	2021/05/20 16:19:47	4745.4	56.9948892	5.4	
57	2021/05/20 16:19:48	4745.4	57.9992696	5.4	
58	2021/05/20 16:19:49	4745.2	58.9976549	5.6	
59	2021/05/20 16:19:50	4745.1	60.0020355	5.7	
60	2021/05/20 16:19:51	4745.0	61.0014198	5.8	
61	2021/05/20 16:19:52	4745.0	61.9968065	5.8	
62	2021/05/20 16:19:53	4744.9	63.0011882	5.9	
63	2021/05/20 16:19:54	4744.7	64.0045703	6.1	
64	2021/05/20 16:19:55	4744.6	65.0029545	6.2	
65	2021/05/20 16:19:56	4744.5	65.9973421	6.3	
66	2021/05/20 16:19:57	4744.4	66.9977251	6.4	
67	2021/05/20 16:19:58	4744.4	67.9991085	6.4	
68	2021/05/20 16:19:59	4744.2	69.0054892	6.6	
69	2021/05/20 16:20:00	4744.1	69.9948789	6.7	
70	2021/05/20 16:20:01	4744.1	70.9962618	6.7	
71	2021/05/20 16:20:02	4744.0	71.9986442	6.8	
72	2021/05/20 16:20:03	4743.9	72.9980285	6.9	
73	2021/05/20 16:20:04	4743.8	74.0044086	7.0	
74	2021/05/20 16:20:05	4743.7	74.9997948	7.1	
75	2021/05/20 16:20:06	4743.6	76.0041763	7.2	
76	2021/05/20 16:20:07	4743.5	76.9975577	7.3	
77	2021/05/20 16:20:08	4743.4	78.0039453	7.4	
78	2021/05/20 16:20:09	4743.3	78.9983313	7.5	
79	2021/05/20 16:20:10	4743.2	80.0057118	7.6	
80	2021/05/20 16:20:11	4743.1	81.0050949	7.7	
81	2021/05/20 16:20:12	4743.0	81.9974844	7.8	
82	2021/05/20 16:20:13	4742.9	82.9988666	7.9	
83	2021/05/20 16:20:14	4742.8	84.0012489	8.0	
84	2021/05/20 16:20:15	4742.7	85.0016277	8.1	
85	2021/05/20 16:20:16	4742.6	85.9970193	8.2	
86	2021/05/20 16:20:17	4742.5	86.9974027	8.3	
87	2021/05/20 16:20:18	4742.4	87.9987858	8.4	
88	2021/05/20 16:20:19	4742.3	88.9971707	8.5	
89	2021/05/20 16:20:20	4742.2	89.9955552	8.6	
90	2021/05/20 16:20:21	4742.1	90.9969385	8.7	
91	2021/05/20 16:20:22	4742.1	91.9953233	8.7	
92	2021/05/20 16:20:23	4742.0	92.9977051	8.8	
93	2021/05/20 16:20:24	4741.9	93.9960889	8.9	
94	2021/05/20 16:20:25	4741.8	95.0014711	9.0	
95	2021/05/20 16:20:26	4741.7	95.9968588	9.1	
96	2021/05/20 16:20:27	4741.6	96.9972409	9.2	
97	2021/05/20 16:20:28	4741.5	98.0006233	9.3	
98	2021/05/20 16:20:29	4741.4	98.9950102	9.4	
99	2021/05/20 16:20:30	4741.3	100.004388	9.5	
100	2021/05/20 16:20:31	4741.2	100.9977764	9.6	
101	2021/05/20 16:20:32	4741.1	101.9951617	9.7	
102	2021/05/20 16:20:33	4741.0	103.001542	9.8	
103	2021/05/20 16:20:34	4740.9	103.9999192	9.9	
104	2021/05/20 16:20:35	4740.8	105.0013095	10.0	
105	2021/05/20 16:20:36	4740.7	106.001693	10.1	
106	2021/05/20 16:20:37	4740.7	106.9980788	10.1	
107	2021/05/20 16:20:38	4740.5	107.9984638	10.3	
108	2021/05/20 16:20:39	4740.4	108.9988465	10.4	
109	2021/05/20 16:20:40	4740.3	110.000229	10.5	
110	2021/05/20 16:20:41	4740.2	111.0046107	10.6	
111	2021/05/20 16:20:42	4740.2	111.9959998	10.6	
112	2021/05/20 16:20:43	4740.0	113.0023798	10.8	
113	2021/05/20 16:20:44	4740.0	113.9997651	10.8	
114	2021/05/20 16:20:45	4739.9	115.0031465	10.9	
115	2021/05/20 16:20:46	4739.8	116.0045303	11.0	
116	2021/05/20 16:20:47	4739.7	116.9969186	11.1	
117	2021/05/20 16:20:48	4739.5	118.0003004	11.3	
118	2021/05/20 16:20:49	4739.5	119.0006834	11.3	
119	2021/05/20 16:20:50	4739.4	119.9950717	11.4	
120	2021/05/20 16:20:51	4739.3	120.9984533	11.5	
121	2021/05/20 16:20:52	4739.2	121.995838	11.6	
122	2021/05/20 16:20:53	4739.1	122.9992199	11.7	
123	2021/05/20 16:20:54	4739.0	123.9966058	11.8	
124	2021/05/20 16:20:55	4738.9	125.001986	11.9	
125	2021/05/20 16:20:56	4738.8	126.0003711	12.0	
126	2021/05/20 16:20:57	4738.7	126.9967572	12.1	
127	2021/05/20 16:20:58	4738.6	127.9991393	12.2	
128	2021/05/20 16:20:59	4738.5	128.9955269	12.3	
129	2021/05/20 16:21:00	4738.4	130.0009062	12.4	
130	2021/05/20 16:21:01	4738.3	131.0052873	12.5	
131	2021/05/20 16:21:02	4738.3	131.9986752	12.5	
132	2021/05/20 16:21:03	4738.1	132.9970598	12.7	
133	2021/05/20 16:21:04	4738.1	134.0054388	12.7	
134	2021/05/20 16:21:05	4738.0	135.0028245	12.8	
135	2021/05/20 16:21:06	4737.9	135.9962124	12.9	
136	2021/05/20 16:21:07	4737.8	136.9986035	13.0	
137	2021/05/20 16:21:08	4737.6	138.0019758	13.2	
138	2021/05/20 16:21:09	4737.5	138.9953637	13.3	
139	2021/05/20 16:21:10	4737.5	139.9957479	13.3	
140	2021/05/20 16:21:11	4737.4	140.9951328	13.4	
141	2021/05/20 16:21:12	4737.3	141.9965159	13.5	
142	2021/05/20 16:21:13	4737.1	143.0028949	13.7	
143	2021/05/20 16:21:14	4737.1	144.000281	13.7	
144	2021/05/20 16:21:15	4737.0	144.9986572	13.8	
145	2021/05/20 16:21:16	4736.9	146.0010487	13.9	
146	2021/05/20 16:21:17	4736.8	146.9974371	14.0	
147	2021/05/20 16:21:18	4736.7	148.0028143	14.1	
148	2021/05/20 16:21:19	4736.6	148.9982012	14.2	
149	2021/05/20 16:21:20	4736.5	149.9955832	14.3	
150	2021/05/20 16:21:21	4736.4	151.0039659	14.4	
151	2021/05/20 16:21:22	4736.3	151.9963536	14.5	
152	2021/05/20 16:21:23	4736.2	152.9997353	14.6	
153	2021/05/20 16:21:24	4736.1	154.0001189	14.7	
154	2021/05/20 16:21:25	4736.0	154.9965058	14.8	
155	2021/05/20 16:21:26	4735.9	155.9978878	14.9	
156	2021/05/20 16:21:27	4735.8	156.9952734	15.0	
157	2021/05/20 16:21:28	4735.7	157.9996546	15.1	
158	2021/05/20 16:21:29	4735.6	158.9970398	15.2	
159	2021/05/20 16:21:30	4735.5	160.0004217	15.3	
160	2021/05/20 16:21:31	4735.4	161.0008049	15.4	
161	2021/05/20 16:21:32	4735.3	161.9952022	15.5	
162	2021/05/20 16:21:33	4735.2	163.0035719	15.6	
163	2021/05/20 16:21:34	4735.1	163.9949601	15.7	
164	2021/05/20 16:21:35	4735.0	165.0033392	15.8	
165	2021/05/20 16:21:36	4735.0	166.0057215	15.8	
166	2021/05/20 16:21:37	4734.8	166.9971108	16.0	
167	2021/05/20 16:21:38	4734.7	168.0004926	16.1	
168	2021/05/20 16:21:39	4734.7	168.9968782	16.1	
169	2021/05/20 16:21:40	4734.6	169.9972623	16.2	
170	2021/05/20 16:21:41	4734.5	170.996653	16.3	
171	2021/05/20 16:21:42	4734.4	171.9960307	16.4	
172	2021/05/20 16:21:43	4734.3	172.999412	16.5	
173	2021/05/20 16:21:44	4734.2	174.0057926	16.6	
174	2021/05/20 16:21:45	4734.1	175.0011791	16.7	
175	2021/05/20 16:21:46	4734.0	175.9965622	16.8	
176	2021/05/20 16:21:47	4733.9	176.9959496	16.9	
177	2021/05/20 16:21:48	4733.8	178.0043252	17.0	
178	2021/05/20 16:21:49	4733.5	178.9997151	17.3	
179	2021/05/20 16:21:50	4733.6	179.9990992	17.2	
180	2021/05/20 16:21:51	4733.8	181.0044816	17.0	
1	100	0	90	1	0	1000	3	1000	0
測定回数	測定時刻	重量g	経過時間s	重量差分g
0	2021/05/20 16:21:52	4733.3	0.9963918	0.5	
1	2021/05/20 16:21:53	4733.2	1.9897782	0.6	
2	2021/05/20 16:21:54	4733.2	2.9931732	0.6	
3	2021/05/20 16:21:55	4733.1	3.9915465	0.7	
4	2021/05/20 16:21:56	4733.0	4.9959279	0.8	
5	2021/05/20 16:21:57	4732.9	5.9923134	0.9	
6	2021/05/20 16:21:58	4732.8	6.9877015	1.0	
7	2021/05/20 16:21:59	4732.7	7.99408	1.1	
8	2021/05/20 16:22:00	4732.6	8.9874681	1.2	
9	2021/05/20 16:22:01	4732.5	9.9938477	1.3	
10	2021/05/20 16:22:02	4732.4	10.9882356	1.4	
11	2021/05/20 16:22:03	4732.3	11.9956149	1.5	
12	2021/05/20 16:22:04	4732.2	12.9919963	1.6	
13	2021/05/20 16:22:05	4732.1	13.9873877	1.7	
14	2021/05/20 16:22:06	4732.0	14.994767	1.8	
15	2021/05/20 16:22:07	4731.9	15.9901532	1.9	
16	2021/05/20 16:22:08	4731.8	16.9875392	2.0	
17	2021/05/20 16:22:09	4731.7	17.9939188	2.1	
18	2021/05/20 16:22:10	4731.6	18.9893057	2.2	
19	2021/05/20 16:22:11	4731.6	19.9926874	2.2	
20	2021/05/20 16:22:12	4731.4	20.9890734	2.4	
21	2021/05/20 16:22:13	4731.3	21.9924548	2.5	
22	2021/05/20 16:22:14	4731.2	22.9868422	2.6	
23	2021/05/20 16:22:15	4731.1	23.9872262	2.7	
24	2021/05/20 16:22:16	4731.1	24.9936063	2.7	
25	2021/05/20 16:22:17	4730.9	25.9879952	2.9	
26	2021/05/20 16:22:18	4730.8	26.992374	3.0	
27	2021/05/20 16:22:19	4730.8	27.9927578	3.0	
28	2021/05/20 16:22:20	4730.7	28.987145	3.1	
29	2021/05/20 16:22:21	4730.6	29.9915262	3.2	
30	2021/05/20 16:22:22	4730.4	30.9869133	3.4	
31	2021/05/20 16:22:23	4730.3	31.9882966	3.5	
32	2021/05/20 16:22:24	4730.2	32.993677	3.6	
33	2021/05/20 16:22:25	4730.2	33.9900626	3.6	
34	2021/05/20 16:22:26	4730.1	34.9904541	3.7	
35	2021/05/20 16:22:27	4729.9	35.9938288	3.9	
36	2021/05/20 16:22:28	4729.8	36.9892148	4.0	
37	2021/05/20 16:22:29	4729.7	37.9925968	4.1	
38	2021/05/20 16:22:30	4729.7	38.9919769	4.1	
39	2021/05/20 16:22:31	4729.5	39.9883667	4.3	
40	2021/05/20 16:22:32	4729.4	40.9927484	4.4	
41	2021/05/20 16:22:33	4729.4	41.9881346	4.4	
42	2021/05/20 16:22:34	4729.3	42.9925161	4.5	
43	2021/05/20 16:22:35	4729.2	43.9879024	4.6	
44	2021/05/20 16:22:36	4729.0	44.9933024	4.8	
45	2021/05/20 16:22:37	4728.9	45.99367	4.9	
46	2021/05/20 16:22:38	4728.9	46.9940516	4.9	
47	2021/05/20 16:22:39	4728.8	47.9924339	5.0	
48	2021/05/20 16:22:40	4728.7	48.9868227	5.1	
49	2021/05/20 16:22:41	4728.6	49.9912039	5.2	
50	2021/05/20 16:22:42	4728.5	50.9915874	5.3	
51	2021/05/20 16:22:43	4728.4	51.9929681	5.4	
52	2021/05/20 16:22:44	4728.3	52.9943533	5.5	
53	2021/05/20 16:22:45	4728.2	53.9877412	5.6	
54	2021/05/20 16:22:46	4728.1	54.9901193	5.7	
55	2021/05/20 16:22:47	4728.0	55.9865095	5.8	
56	2021/05/20 16:22:48	4727.9	56.9938891	5.9	
57	2021/05/20 16:22:49	4727.8	57.9872737	6.0	
58	2021/05/20 16:22:50	4727.7	58.9936569	6.1	
59	2021/05/20 16:22:51	4727.6	59.9880442	6.2	
60	2021/05/20 16:22:52	4727.5	60.988428	6.3	
61	2021/05/20 16:22:53	4727.4	61.99181	6.4	
62	2021/05/20 16:22:54	4727.3	62.994192	6.5	
63	2021/05/20 16:22:55	4727.3	63.9935763	6.5	
64	2021/05/20 16:22:56	4727.1	64.9899623	6.7	
65	2021/05/20 16:22:57	4727.0	65.9933451	6.8	
66	2021/05/20 16:22:58	4726.9	66.9917287	6.9	
67	2021/05/20 16:22:59	4726.9	67.9941111	6.9	
68	2021/05/20 16:23:00	4726.8	68.9954945	7.0	
69	2021/05/20 16:23:01	4726.6	69.9888822	7.2	
70	2021/05/20 16:23:02	4726.5	70.9952634	7.3	
71	2021/05/20 16:23:03	4726.5	71.9916481	7.3	
72	2021/05/20 16:23:04	4726.4	72.9930314	7.4	
73	2021/05/20 16:23:05	4726.3	73.9914155	7.5	
74	2021/05/20 16:23:06	4726.1	74.9888025	7.7	
75	2021/05/20 16:23:07	4726.0	75.9921834	7.8	
76	2021/05/20 16:23:08	4726.0	76.9905686	7.8	
77	2021/05/20 16:23:09	4725.9	77.9949493	7.9	
78	2021/05/20 16:23:10	4725.8	78.9883373	8.0	
79	2021/05/20 16:23:11	4725.7	79.9957169	8.1	
80	2021/05/20 16:23:12	4725.6	80.9931019	8.2	
81	2021/05/20 16:23:13	4725.5	81.9894877	8.3	
82	2021/05/20 16:23:14	4725.4	82.9958683	8.4	
83	2021/05/20 16:23:15	4725.3	83.9872571	8.5	
84	2021/05/20 16:23:16	4725.2	84.9926377	8.6	
85	2021/05/20 16:23:17	4725.1	85.9890234	8.7	
86	2021/05/20 16:23:18	4725.0	86.9874087	8.8	
87	2021/05/20 16:23:19	4724.9	87.992789	8.9	
88	2021/05/20 16:23:20	4724.8	88.994173	9.0	
89	2021/05/20 16:23:21	4724.7	89.9925596	9.1	
90	2021/05/20 16:23:22	4724.6	90.9879433	9.2	
91	2021/05/20 16:23:23	4724.5	91.9923259	9.3	
92	2021/05/20 16:23:24	4724.4	92.9917094	9.4	
93	2021/05/20 16:23:25	4724.3	93.9940914	9.5	
94	2021/05/20 16:23:26	4724.2	94.9914763	9.6	
95	2021/05/20 16:23:27	4724.1	95.9938611	9.7	
96	2021/05/20 16:23:28	4724.0	96.9912447	9.8	
97	2021/05/20 16:23:29	4723.9	97.9926277	9.9	
98	2021/05/20 16:23:30	4723.8	98.9880144	10.0	
99	2021/05/20 16:23:31	4723.7	99.9913899	10.1	
100	2021/05/20 16:23:32	4723.6	100.9927747	10.2	
101	2021/05/20 16:23:33	4723.5	101.9881668	10.3	
102	2021/05/20 16:23:34	4723.4	102.9925464	10.4	
103	2021/05/20 16:23:35	4723.3	103.9899319	10.5	
104	2021/05/20 16:23:36	4723.2	104.9903169	10.6	
105	2021/05/20 16:23:37	4723.1	105.9857022	10.7	
106	2021/05/20 16:23:38	4723.0	106.9910842	10.8	
107	2021/05/20 16:23:39	4722.9	107.9924623	10.9	
108	2021/05/20 16:23:40	4722.8	108.9888523	11.0	
109	2021/05/20 16:23:41	4722.7	109.9882365	11.1	
110	2021/05/20 16:23:42	4722.6	110.9906142	11.2	
111	2021/05/20 16:23:43	4722.5	111.9860053	11.3	
112	2021/05/20 16:23:44	4722.4	112.9923857	11.4	
113	2021/05/20 16:23:45	4722.3	113.9877721	11.5	
114	2021/05/20 16:23:46	4722.3	114.9871573	11.5	
115	2021/05/20 16:23:47	4722.2	115.9885403	11.6	
116	2021/05/20 16:23:48	4722.1	116.9939201	11.7	
117	2021/05/20 16:23:49	4722.0	117.9923049	11.8	
118	2021/05/20 16:23:50	4721.8	118.9876917	12.0	
119	2021/05/20 16:23:51	4721.7	119.9920722	12.1	
120	2021/05/20 16:23:52	4721.6	120.9884588	12.2	
121	2021/05/20 16:23:53	4721.5	121.9918498	12.3	
122	2021/05/20 16:23:54	4721.5	122.9952239	12.3	
123	2021/05/20 16:23:55	4721.3	123.9896096	12.5	
124	2021/05/20 16:23:56	4721.3	124.9929915	12.5	
125	2021/05/20 16:23:57	4721.2	125.9903768	12.6	
126	2021/05/20 16:23:58	4721.1	126.9937587	12.7	
127	2021/05/20 16:23:59	4721.0	127.9861468	12.8	
128	2021/05/20 16:24:00	4720.9	128.9935261	12.9	
129	2021/05/20 16:24:01	4720.8	129.9949125	13.0	
130	2021/05/20 16:24:02	4720.7	130.9873067	13.1	
131	2021/05/20 16:24:03	4720.6	131.993671	13.2	
132	2021/05/20 16:24:04	4720.5	132.9930616	13.3	
133	2021/05/20 16:24:05	4720.4	133.9864495	13.4	
134	2021/05/20 16:24:06	4720.3	134.9888319	13.5	
135	2021/05/20 16:24:07	4720.2	135.9962117	13.6	
136	2021/05/20 16:24:08	4720.1	136.9945963	13.7	
137	2021/05/20 16:24:09	4720.0	137.9949811	13.8	
138	2021/05/20 16:24:10	4719.9	138.9903669	13.9	
139	2021/05/20 16:24:11	4719.8	139.9907503	14.0	
140	2021/05/20 16:24:12	4719.7	140.9911342	14.1	
141	2021/05/20 16:24:13	4719.6	141.9885223	14.2	
142	2021/05/20 16:24:14	4719.5	142.9939001	14.3	
143	2021/05/20 16:24:15	4719.4	143.9922791	14.4	
144	2021/05/20 16:24:16	4719.3	144.9896703	14.5	
145	2021/05/20 16:24:17	4719.2	145.9930517	14.6	
146	2021/05/20 16:24:18	4719.1	146.9894339	14.7	
147	2021/05/20 16:24:19	4719.0	147.9938189	14.8	
148	2021/05/20 16:24:20	4718.9	148.9912045	14.9	
149	2021/05/20 16:24:21	4718.8	149.9965854	15.0	
150	2021/05/20 16:24:22	4718.7	150.9939724	15.1	
151	2021/05/20 16:24:23	4718.7	151.9953542	15.1	
152	2021/05/20 16:24:24	4718.5	152.9927391	15.3	
153	2021/05/20 16:24:25	4718.4	153.996121	15.4	
154	2021/05/20 16:24:26	4718.3	154.9935082	15.5	
155	2021/05/20 16:24:27	4718.3	155.9898927	15.5	
156	2021/05/20 16:24:28	4718.2	156.9872781	15.6	
157	2021/05/20 16:24:29	4718.0	157.993658	15.8	
158	2021/05/20 16:24:30	4718.0	158.9880453	15.8	
159	2021/05/20 16:24:31	4717.9	159.9904273	15.9	
160	2021/05/20 16:24:32	4717.8	160.9888126	16.0	
161	2021/05/20 16:24:33	4717.7	161.9911947	16.1	
162	2021/05/20 16:24:34	4717.5	162.991587	16.3	
163	2021/05/20 16:24:35	4717.4	163.987964	16.4	
164	2021/05/20 16:24:36	4717.3	164.9923453	16.5	
165	2021/05/20 16:24:37	4717.3	165.9887315	16.5	
166	2021/05/20 16:24:38	4717.2	166.9921136	16.6	
167	2021/05/20 16:24:39	4717.1	167.9934966	16.7	
168	2021/05/20 16:24:40	4716.9	168.9868845	16.9	
169	2021/05/20 16:24:41	4716.8	169.992265	17.0	
170	2021/05/20 16:24:42	4716.7	170.9936479	17.1	
171	2021/05/20 16:24:43	4716.6	171.9890347	17.2	
172	2021/05/20 16:24:44	4716.5	172.9924161	17.3	
173	2021/05/20 16:24:45	4716.4	173.9938111	17.4	
174	2021/05/20 16:24:46	4716.4	174.9901825	17.4	
175	2021/05/20 16:24:47	4716.3	175.9865712	17.5	
176	2021/05/20 16:24:48	4716.2	176.9869552	17.6	
177	2021/05/20 16:24:49	4716.1	177.9923358	17.7	
178	2021/05/20 16:24:50	4716.0	178.9907205	17.8	
179	2021/05/20 16:24:51	4715.9	179.9881061	17.9	
180	2021/05/20 16:24:52	4715.8	180.9904882	18.0	
2	100	0	90	1	0	1000	3	1000	0
測定回数	測定時刻	重量g	経過時間s	重量差分g
0	2021/05/20 16:24:53	4715.6	1.008385	0.1	
1	2021/05/20 16:24:54	4715.6	2.0057704	0.1	
2	2021/05/20 16:24:55	4715.5	3.0001574	0.2	
3	2021/05/20 16:24:56	4715.4	3.998542	0.3	
4	2021/05/20 16:24:57	4715.3	5.0049218	0.4	
5	2021/05/20 16:24:58	4715.2	6.0083041	0.5	
6	2021/05/20 16:24:59	4715.1	7.0066889	0.6	
7	2021/05/20 16:25:00	4715.0	7.9990775	0.7	
8	2021/05/20 16:25:01	4714.9	9.0084527	0.8	
9	2021/05/20 16:25:02	4714.8	10.0058426	0.9	
10	2021/05/20 16:25:03	4714.7	11.0002283	1.0	
11	2021/05/20 16:25:04	4714.6	12.0036114	1.1	
12	2021/05/20 16:25:05	4714.6	12.9989969	1.1	
13	2021/05/20 16:25:06	4714.4	13.9983806	1.3	
